,timestamp,Dry Bulb Temperature,Absolute Humidity,Relative Humidity,lights,plug,Chilled Water Power,Electrical Fan Power,Room Temperature,SDE4 Beehub VAV-L3-02 Airflow,SDE4 Beehub VAV-L3-03 Airflow,occ
1325,20/03/2020 14:25,32.1,19.95,58.4,1.05,1.03,102.15,2.31,27.7,196.92,149.72,high
1326,20/03/2020 14:30,31.8,19.87,59.7,1.05,1.03,103.36,2.26,27.7,201.18,151.6,high
1327,20/03/2020 14:35,32.6,19.93,57.1,1.05,1.02,109.42,2.26,27.8,196.92,151.6,high
1328,20/03/2020 14:40,32.8,19.79,56,1.05,1,105.44,2.27,27.8,201.18,153.46,high
1329,20/03/2020 14:45,32.6,19.61,56.2,1.05,0.99,98.67,2.38,27.8,480.88,408.37,high
1330,20/03/2020 14:50,32.3,19.68,57.6,1.05,0.98,105.32,2.49,27.7,477.34,407.68,high
1331,20/03/2020 14:55,32.1,19.67,57.7,1.05,0.97,109.4,2.43,27.7,479.11,422.01,high
1332,20/03/2020 15:00,31.8,19.69,59.2,1.05,1.01,105.51,2.43,27.6,467.15,409.76,high
1333,20/03/2020 15:05,31.5,19.56,59.4,1.05,1,108.13,2.42,27.7,477.34,414.56,high
1334,20/03/2020 15:10,31.6,19.62,59.3,1.05,1.04,116.56,2.59,27.6,486.15,413.88,high
1335,20/03/2020 15:15,31.7,19.86,59.4,1.05,1.04,116.32,2.59,27.6,479.7,416.61,high
1336,20/03/2020 15:20,32,20.03,59.2,1.05,1.06,109.96,2.23,27.7,202.59,149.72,high
1337,20/03/2020 15:25,32.3,19.79,57.9,1.05,1.01,109.79,2.36,27.7,198.35,149.72,high
1338,20/03/2020 15:30,31.9,19.9,59.2,1.05,0.97,105.92,2.44,27.7,202.59,151.6,high
1339,20/03/2020 15:35,31.8,19.63,58.8,1.05,0.94,105.69,2.34,27.8,201.19,147.82,high
1340,20/03/2020 15:40,31.5,19.98,60.9,1.05,0.97,106,2.25,27.8,195.49,411.14,high
1341,20/03/2020 15:45,31.4,20.1,61.6,1.05,0.96,112.75,2.63,27.8,474.96,408.98,high
1342,20/03/2020 15:50,31,20.1,62.7,1.05,0.93,115.19,2.54,27.8,473.17,408.37,high
1343,20/03/2020 15:55,30.8,20.1,63.5,1.19,1.02,114.04,2.79,27.7,464.72,411.14,high
1344,20/03/2020 16:00,30.8,20.25,63.6,1.19,1.15,115.08,2.67,27.7,195.48,149.72,high
1345,20/03/2020 16:05,30.6,20.2,64.4,1.19,1.1,108.7,2.35,27.7,196.92,147.82,high
1346,20/03/2020 16:10,30.5,20.15,64.7,1.19,0.96,107.05,2.41,27.8,196.92,149.72,high
1347,20/03/2020 16:15,30.1,19.76,64.8,1.19,1.45,103.26,2.38,27.8,198.35,151.6,high
1348,20/03/2020 16:20,30.2,19.86,64.4,1.19,1.36,105.24,2.31,27.8,201.23,147.86,high
1349,20/03/2020 16:25,30.4,19.9,64,1.19,1.27,106.65,2.6,27.8,476.74,406.99,high
1350,20/03/2020 16:30,30.5,20.4,65.4,1.19,1.3,107.93,2.44,27.8,470.77,406.29,high
1351,20/03/2020 16:35,30.4,20.48,66,1.19,1.27,110.76,2.54,27.7,470.17,409.07,high
1352,20/03/2020 16:40,30.3,20.04,65,1.19,1.29,103.28,2.54,27.7,205.36,151.6,high
1353,20/03/2020 16:45,30.6,19.95,63.6,1.19,1.25,103.21,2.37,27.7,205.36,147.82,high
1354,20/03/2020 16:50,31,20.05,62.6,1.19,1.31,111.6,2.66,27.8,208.1,149.72,high
1355,20/03/2020 16:55,31.2,20.03,61.51,1.19,1.29,106.64,2.38,27.8,205.36,151.6,high
1356,20/03/2020 17:00,31,20.37,63.6,1.19,1.17,107.11,2.31,27.8,204.02,147.87,high
1357,20/03/2020 17:05,30.5,20.1,64.2,1.06,0.93,105.92,2.45,27.8,482.06,409.76,high
1358,20/03/2020 17:10,30.5,20.1,64.7,1.06,0.99,108.64,2.45,27.8,487.89,410.45,high
1359,20/03/2020 17:15,30.5,20.21,64.5,1.06,0.92,105.54,2.41,27.7,461.59,411.75,high
1360,20/03/2020 17:20,30.7,20.02,63.5,1.05,0.92,104.81,2.38,27.7,205.36,149.72,high
1361,20/03/2020 17:25,31.1,20.05,62.3,1.04,0.96,103.35,2.39,27.7,196.92,149.72,high
1362,20/03/2020 17:30,30.9,20.14,63.1,1.04,0.98,98.89,2.4,27.7,480.29,408.37,high
1363,20/03/2020 17:35,30.8,20.44,64.5,1.04,1.17,107,2.4,27.7,473.77,409.76,high
1364,20/03/2020 17:40,30.5,20.46,65.6,1.04,0.98,103.74,2.33,27.7,481.17,406.97,high
1365,20/03/2020 17:45,30.5,20.46,65.3,1.04,0.96,97.58,2.3,27.7,483.81,406.28,high
1366,20/03/2020 17:50,30.23,20.37,66.57,1.04,0.88,93.44,2.04,27.7,203.27,147.82,high
1367,20/03/2020 17:55,29.9,20.31,67.5,1.04,0.79,98.17,2,27.7,197.85,145.87,high
1368,20/03/2020 18:00,30,20.4,67.05,1.04,0.78,93.27,1.88,27.78,71.79,59.04,high
1369,20/03/2020 18:05,29.9,20.27,67.1,1.04,0.81,96.29,1.95,27.8,29.14,18.43,high
1370,20/03/2020 18:10,29.8,20.18,67.2,1.04,0.82,87.47,2.07,27.9,25.03,26.21,high
1371,20/03/2020 18:15,29.8,20.18,67.4,1.04,0.84,90.37,2.04,28,16.82,18.43,high
1372,20/03/2020 18:20,29.9,20.15,67,1.04,0.81,101.33,1.94,27.9,29.14,38.37,high
1373,20/03/2020 18:25,29.8,20.03,66.9,1.04,0.82,90.43,2.05,28,29.14,30.1,low
1374,20/03/2020 18:30,29.8,20.03,66.6,1.04,0.81,91.14,1.96,27.9,0,30.1,low
1375,20/03/2020 18:35,29.6,20.04,67.5,1.04,0.84,0,1.85,28,0,38.37,low
1376,20/03/2020 18:40,29.6,20.04,67.6,1.04,0.81,0,1.78,28,0,38.37,low
1377,20/03/2020 18:45,29.5,20.04,67.8,1.04,0.78,0,0.28,28,0,38.36,low
1378,20/03/2020 18:50,29.3,19.82,67.8,1.04,0.78,0,0.28,28,0,38.37,low
1379,20/03/2020 18:55,29.1,19.88,68.75,1.04,0.77,0,0.28,28.1,29.13,0,low
1380,20/03/2020 19:00,29,19.86,69.1,1.05,0.79,0,0.28,28.2,16.82,18.43,low
1381,20/03/2020 19:05,28.9,19.84,69.2,1.05,0.76,0,0.28,28.2,16.82,18.43,low
1382,20/03/2020 19:10,28.9,19.82,69.4,0.64,0.73,0,0.28,28.2,0,30.1,low
1383,20/03/2020 19:15,28.8,19.74,69.3,0.62,0.7,0,0.28,28.3,0,30.1,low
1384,20/03/2020 19:20,28.8,19.6,69.5,0.62,0.74,0,0.28,28.3,0,0,low
1385,20/03/2020 19:25,28.8,19.6,69.5,0.63,0.72,0,0.28,28.3,0,18.43,low
1386,20/03/2020 19:30,28.6,19.61,69.75,0.63,0.74,0,0.28,28.2,0.82,19,low
1387,20/03/2020 19:35,28.6,19.61,69.8,0.63,0.75,0,0.28,28.2,16.82,30.1,low
1388,20/03/2020 19:40,28.5,19.61,70,0.63,0.73,0,0.28,28.1,0,45.14,low
1389,20/03/2020 19:45,28.5,19.61,70.2,0.63,0.73,0,0.28,28.1,0,45.14,low
1390,20/03/2020 19:50,28.4,19.61,70.3,0.63,0.76,0,0.28,28.2,0,36.24,low
1391,20/03/2020 19:55,28.4,19.61,70.5,0.64,0.79,0,0.28,28.3,16.82,18.43,low
1392,20/03/2020 20:00,28.3,19.4,70,0.64,0.77,0,0.28,28.3,0,30.09,low
1393,20/03/2020 20:05,28.3,19.4,70,0.64,0.77,0,0.28,28.3,0,18.43,low
1394,20/03/2020 20:10,28.3,19.4,70,0.64,0.78,0,0.28,28.3,0,30.1,low
1395,20/03/2020 20:15,28.3,19.29,70.25,0.64,0.77,0,0.28,28.3,16.82,30.09,high
1396,20/03/2020 20:20,28.3,19.4,70.7,0.64,0.82,0,0.28,28.2,0,38.36,high
1397,20/03/2020 20:25,28.1,19.4,70.8,0.64,0.84,0,0.28,28.3,0,38.37,high
1398,20/03/2020 20:30,28.1,19.4,70.8,0.63,0.79,0,0.28,28.4,0,30.1,high
1399,20/03/2020 20:35,28.1,19.4,71,0.63,0.79,0,0.28,28.3,29.14,30.1,high
1400,20/03/2020 20:40,28.1,19.4,71,0.63,0.79,0,0.28,28.2,29.14,38.37,high
1401,20/03/2020 20:45,28.1,19.54,71.2,0.63,0.86,0,0.28,28.2,29.14,38.37,high
1402,20/03/2020 20:50,28.1,19.54,71.5,0.63,0.88,0,0.28,28.2,29.14,38.37,high
1403,20/03/2020 20:55,28,19.43,71.7,0.63,0.89,0,0.28,28.3,29.14,45.14,high
1404,20/03/2020 21:00,28,19.54,72,0.63,0.92,0,0.28,28.3,29.14,38.37,high
1405,20/03/2020 21:05,27.9,19.54,72.3,0.71,0.91,0,0.28,28.4,16.82,38.37,high
1406,20/03/2020 21:10,27.9,19.54,72.3,0.71,0.92,0,0.28,28.4,0,38.37,low
1407,20/03/2020 21:15,27.9,19.54,72.2,0.71,1.25,0,0.28,28.3,16.82,18.43,low
1408,20/03/2020 21:20,27.9,19.54,72,0.7,0.93,0,0.28,28.4,16.82,0,low
1409,20/03/2020 21:25,27.9,19.54,72,0.69,0.86,0,0.28,28.4,0,18.43,low
1410,20/03/2020 21:30,27.9,19.54,72.3,0.69,0.86,0,0.28,28.3,0,18.43,low
1411,20/03/2020 21:35,27.8,19.54,72.7,0.69,0.82,0,0.28,28.3,0,9.21,low
1412,20/03/2020 21:40,27.8,19.54,72.4,0.69,0.76,0,0.28,28.3,0,0,low
1413,20/03/2020 21:45,27.8,19.54,72.5,0.69,0.75,0,0.28,28.3,0,30.09,low
1414,20/03/2020 21:50,27.8,19.54,72.7,0.69,0.72,0,0.28,28.3,0,0,low
1415,20/03/2020 21:55,27.8,19.65,72.8,0.69,0.7,0,0.28,28.3,0,30.09,low
1416,20/03/2020 22:00,27.8,19.65,73,0.69,0.74,0,0.28,28.3,0,9.22,low
1417,20/03/2020 22:05,27.8,19.63,73.1,0.69,0.74,0,0.28,28.3,0,0,low
1418,20/03/2020 22:10,27.8,19.63,73.1,0.69,0.74,0,0.28,28.3,0,0,low
1419,20/03/2020 22:15,27.8,19.74,73.2,0.69,0.72,0,0.28,28.3,0,0,low
1420,20/03/2020 22:20,27.8,19.63,73.3,0.69,0.7,0,0.28,28.3,0,30.09,low
1421,20/03/2020 22:25,27.8,19.68,73.4,0.69,0.68,0,0.28,28.3,0,0,low
1422,20/03/2020 22:30,27.8,19.68,73.4,0.69,0.68,0,0.28,28.3,0,18.43,low
1423,20/03/2020 22:35,27.8,19.79,73.4,0.69,0.69,0,0.28,28.3,0,18.43,low
1424,20/03/2020 22:40,27.8,19.68,73.4,0.69,1,0,0.28,28.3,0,18.43,low
1425,20/03/2020 22:45,27.8,19.68,73.3,0.69,0.69,0,0.28,28.3,0,30.09,low
1426,20/03/2020 22:50,27.8,19.68,73.4,0.69,0.68,0,0.28,28.3,0,30.1,low
1427,20/03/2020 22:55,27.8,19.68,73.4,0.69,0.67,0,0.28,28.2,0,30.1,low
1428,20/03/2020 23:00,27.8,19.68,73.6,0.69,0.69,0,0.28,28.2,0,30.1,low
1429,20/03/2020 23:05,27.8,19.68,73.4,0.69,0.64,0,0.28,28.3,0,30.1,low
1430,20/03/2020 23:10,27.6,19.68,73.6,0.69,0.63,0,0.28,28.3,0,18.43,low
1431,20/03/2020 23:15,27.6,19.68,73.6,0.69,0.78,0,0.28,28.3,0,18.43,low
1432,20/03/2020 23:20,27.6,19.57,73.6,0.69,0.66,0,0.28,28.3,0,30.1,low
1433,20/03/2020 23:25,27.6,19.57,73.4,0.69,0.66,0,0.28,28.3,16.82,30.1,low
1434,20/03/2020 23:30,27.6,19.57,73.5,0.69,0.67,0,0.28,28.3,0,30.09,low
1435,20/03/2020 23:35,27.6,19.57,73.77,0.69,0.66,0,0.28,28.3,0,30.1,low
1436,20/03/2020 23:40,27.6,19.57,73.5,0.69,0.66,0,0.28,28.3,0,38.36,low
1437,20/03/2020 23:45,27.7,19.68,73.5,0.69,0.64,0,0.28,28.4,0,30.1,low
1438,20/03/2020 23:50,27.6,19.57,73.5,0.69,0.67,0,0.28,28.5,16.82,18.43,low
1439,20/03/2020 23:55,27.6,19.57,73.7,0.1,0.65,0,0.28,28.5,16.82,18.43,low
